id,hebrew,transliterated
29067,שהושגה,ehwegh
29068,סתר פסולה ואשר העבריינים שביצעו את ההאזנה,str pswlh waer hybriinim ebicyw at hhaznh
29069,טוענים כי בשיחה יש חומר,vwynim ki beixh ie xwmr
29070,ראוי שהיועץ המשפטי ישמע,rawi ehiwyc hmepvi iemy
29071,הטענה העקרונית אותה מעלה גילת לאורך כל הודעתו,hvynh hyqrwnit awth mylh gilt lawrk kl hwdytw
29072,היא כי זכויותיו לפרטיות ולחיסיון עיתונאי,hia ki zkwiwtiw lprviwt wlxisiwn yitwnai
29073,עדיפות על זכות המדינה,ydipwt yl zkwt hmdinh
29074,שימוש בהאזנות הפסולות כראיות,eimwe bhaznwt hpswlwt kraiwt
29075,הוא גורס כי המדינה תוכל להשתמש,hwa gwrs ki hmdinh twkl lhetme
29076,כראיות רק בהסכמתו מראש לעצם השימוש ולהיקפו,kraiwt rq bhskmtw mrae lycm heimwe wlhiqpw
29077,קפידבינהעיתונאים זאב יפת,qpidbinhyitwnaim zab ipt
29078,צבי הראל ויגאל גלאי,cbi hral wigal glai
29079,החוששים ששיחותיהם עם גילת נכללות אף הן בקלטת,hxweeim eeixwtihm ym gilt nkllwt ap hn bqlvt
29080,טוענים באמצעות,vwynim bamcywt
29081,דניאלה גרצולין,dnialh grcwlin
29082,כי,ki
29083,לא יעלה על הדעת שבעוד,la iylh yl hdyt ebywd
29084,לא נותן לבית משפט שיקול דעת לבדוק ולהכשיר האזנת סתר כראיה,la nwtn lbit mepv eiqwl dyt lbdwq wlhkeir haznt str kraih
29085,יהיה,ihih
29086,היועץ המשפטי לממשלה מוסמך להקשיב לקלטת,hiwyc hmepvi lmmelh mwsmk lhqeib lqlvt
29087,הם טוענים,hm vwynim
29088,כי הכרזתו של,ki hkrztw el
29089,שהוא מבקש לשמוע את הקלטת כדי,ehwa mbqe lemwy at hqlvt kdi
29090,להזים חשדות,lhzim xedwt
29091,נגד,ngd
29092,היא,hia
29093,מנוגדת לחוק האזנת סתר ולמטרתו החינוכית ההרתעתית,mnwgdt lxwq haznt str wlmvrtw hxinwkit hhrtytit
29094,לפיה,lpih
29095,מבצעי,mbcyi
29096,סתר לא יראו ברכה בעמלם,str la iraw brkh bymlm
29097,ע,y
29098,תושב נתניה,tweb ntnih
29099,שבנו נעלם לפני כשנתיים במהלך שירותו כסוכן,ebnw nylm lpni kentiim bmhlk eirwtw kswkn
29100,במשטרה,bmevrh
29101,עתר אתמול לבית המשפט הגבוה לצדק,ytr atmwl lbit hmepv hgbwh lcdq
29102,בבקשה לצוות על המשטרה,bbqeh lcwwt yl hmevrh
29103,לו פרטים אודות נסיבות העדרותו של בנו,lw prvim awdwt nsibwt hydrwtw el bnw
29104,ולהמציא לו את כל המסמכים,wlhmcia lw at kl hmsmkim
29105,להעסקתו במשטרה,lhysqtw bmevrh
29106,האב,hab
29107,מיכאל אלנקרי,mikal alnqri
29108,מספר כי ב88,mspr ki b88
29109,5,5
29110,בשעה  בערב,beyh  byrb
29111,יצא שמעון בנו את ביתו ומאז נעלמו עקבותיו,ica emywn bnw at bitw wmaz nylmw yqbwtiw
29112,כשנה לפני היעלמו,kenh lpni hiylmw
29113,שמעון לשירות המשטרה כסוכן חשאי,emywn leirwt hmevrh kswkn xeai
29114,הוא גוייס לתפקיד,hwa gwiis ltpqid
29115,לדברי העותר,ldbri hywtr
29116,שהמשטרה הביעה נכונות לסגור  תיקי חקירה נגדו על עבירות שונות,ehmevrh hbiyh nkwnwt lsgwr  tiqi xqirh ngdw yl ybirwt ewnwt
29117,היה צפוי למאסר ארוך,hih cpwi lmasr arwk
29118,בעתירה נאמר,bytirh namr
29119,כי בין המשטרה לבין שמעון אלנקרי,ki bin hmevrh lbin emywn alnqri
29120,הסכם עבודה,hskm ybwdh
29121,ועל פיו שוחרר שמעון ממעצרו,wyl piw ewxrr emywn mmycrw
29122,הוא שוכן,hwa ewkn
29123,על חשבון המשטרה,yl xebwn hmevrh
29124,בדירה בקרבת משטרת מרחב השרון,bdirh bqrbt mevrt mrxb herwn
29125,משם ניהל את פעילותו באזור המדרחוב בנתניה,mem nihl at pyilwtw bazwr hmdrxwb bntnih
29126,האב טוען,hab vwyn
29127,כי במסגרת עבודה זו,ki bmsgrt ybwdh zw
29128,מסר שמעון למפעיליו במשטרה מידע,msr emywn lmpyiliw bmevrh midy
29129,להחשדתו של אחד בשם גבי פלח בשוד יהלומים וברצח אדם בשם אלי מזון,lhxedtw el axd bem gbi plx bewd ihlwmim wbrcx adm bem ali mzwn
29130,מביע חשש שאותו גבי פלח הוא גם האחראי לרצח בנו,mbiy xee eawtw gbi plx hwa gm haxrai lrcx bnw
29131,וזאת כנקמה בסוכן שהסגירו,wzat knqmh bswkn ehsgirw
29132,הוא מבסס זאת על דברים ששמע מקציני משטרה בהם מפקד משטרת מרחב השרון,hwa mbss zat yl dbrim eemy mqcini mevrh bhm mpqd mevrt mrxb herwn
29133,משה פרידמן כי פלח,meh pridmn ki plx
29134,שנרצח שבועיים לאחר היעלמות בנו,enrcx ebwyiim laxr hiylmwt bnw
29135,לקח,lqx
29136,לקבר את סוד מקום קבורתו של שמעון,lqbr at swd mqwm qbwrtw el emywn
29137,חיזוק נוסף לחשד זה רואה האב,xizwq nwsp lxed zh rwah hab
29138,ופגיעות בגוף וברכוש,wpgiywt bgwp wbrkwe
29139,שנגרמו לבנו בחודשיים שלפני היעלמו,engrmw lbnw bxwdeiim elpni hiylmw
29140,מיכאל,mikal
29141,קובל,qwbl
29142,כי המשטרה לא מילאה כראוי את התחייבותה,ki hmevrh la milah krawi at htxiibwth
29143,לשמור על חייו של בנו,lemwr yl xiiw el bnw
29144,וכי היא מסרבת למסור לו מידע על,wki hia msrbt lmswr lw midy yl
29145,הסכם העבודה,hskm hybwdh
29146,שנחתם עם בנו,enxtm ym bnw
29147,נסיבות הרצחו,nsibwt hrcxw
29148,הוא דוחה את גרסת המשטרה,hwa dwxh at grst hmevrh
29149,שהרצח לא היה קשור לעבודת,ehrcx la hih qewr lybwdt
29150,בשרות המשטרה,berwt hmevrh
29151,אלא לחיסול חשבונות,ala lxiswl xebwnwt
29152,והוא דבק בטענתו,whwa dbq bvyntw
29153,העלמו,hylmw
29154,אלנקרי קשורות לפעילותו כסוכן חשאי,alnqri qewrwt lpyilwtw kswkn xeai
29155,נתן כהן,ntn khn
29156,הודיע אתמול בערב כי הצליח לגייס את הכסף,hwdiy atmwl byrb ki hclix lgiis at hksp
29157,לתשלום החצי השני של משכורת העובדים לחודש אוקטובר,ltelwm hxci heni el mekwrt hywbdim lxwde awqvwbr
29158,הסכום גוייס,hskwm gwiis
29159,רכב של,rkb el
29160,במכרז וממקורות פנימיים,bmkrz wmmqwrwt pnimiim
29161,היום בשעות הבוקר יבוצע התשלום,hiwm beywt hbwqr ibwcy htelwm
29162,לאור הודעת,lawr hwdyt
29163,הקלו עובדי,hqlw ywbdi
29164,בעיצומים שפתחו בהם,byicwmim eptxw bhm
29165,ועד לשעה 00,wyd leyh 00
29166,השאירו בכל תחנה כונן,heairw bkl txnh kwnn
29167,עליו הוטל להזעיק במקרה הצורך את נהג,yliw hwvl lhzyiq bmqrh hcwrk at nhg
29168,מביתו,mbitw
29169,העובדים חזרו והודיעו כי אם עד שעה 00,hywbdim xzrw whwdiyw ki am yd eyh 00
29170,בבוקר לא יקבלו את,bbwqr la iqblw at
29171,שכרם יחזרו וישביתו את התחנות,ekrm ixzrw wiebitw at htxnwt
29172,במהלך יום אתמול השביתו העובדים בהדרגה,bmhlk iwm atmwl hebitw hywbdim bhdrgh
29173,תחנות בעכו,txnwt bykw
29174,אופקים,awpqim
29175,אשקלון,aeqlwn
29176,רחובות,rxwbwt
29177,בת,bt
29178,ים,im
29179,עפולה,ypwlh
29180,לוד,lwd
29181,ערד,yrd
29182,הרצליה,hrclih
29183,כרמיאל,krmial
29184,חיפה ותל,xiph wtl
29185,אביב,abib
29186,בשעות הערב,beywt hyrb
29187,בין 00,bin 00
29188,ל00,l00
29189,32,32
29190,השביתו את בנק הדם ואת כל תחנות העזרה הראשונה פרט,hebitw at bnq hdm wat kl txnwt hyzrh hraewnh prv
29191,שמונה וירושלים,emwnh wirwelim
29192,מתוך התחשבות במצב הביטחוני במקומות אלה,mtwk htxebwt bmcb hbivxwni bmqwmwt alh
29193,התחנות,htxnwt
29194,לפעול במערך רגיל במשמרת הלילה,lpywl bmyrk rgil bmemrt hlilh
29195,היום בבוקר יופעלו התחנות כרגיל עד,hiwm bbwqr iwpylw htxnwt krgil yd
29196,00,00
29197,ולאחר מכן יופעלו בהתאם להחלטת מטה השביתה,wlaxr mkn iwpylw bhtam lhxlvt mvh hebith
29198,עובדי,ywbdi
29199,בקרית,bqrit
29200,פתחו אתמול בשביתת רעב במחאה על ההתנכלות של הממשלה לעובדי,ptxw atmwl bebitt ryb bmxah yl hhtnklwt el hmmelh lywbdi
29201,כהגדרתם,khgdrtm
29202,בשלב זה הם שותים מים וממשיכים להפעיל את שירותי התחנה,belb zh hm ewtim mim wmmeikim lhpyil at eirwti htxnh
29203,בירושלים יש,birwelim ie
29204,לשיתוק התחנה לאחר שאתמול בשעות הערב הודיע מנהל סוכנות פז בעיר,leitwq htxnh laxr eatmwl beywt hyrb hwdiy mnhl swknwt pz byir
29205,כי,ki
29206,מפסיק את אספקת הדלק למערך האמבולנסים של,mpsiq at aspqt hdlq lmyrk hambwlnsim el
29207,עד לתשלום חוב של 021,yd ltelwm xwb el 021
29208,שקל,eql
29209,ועד עובדי,wyd ywbdi
29210,אלי בן,ali bn
29211,קסוס,qsws
29212,קרא לשרים להפסיק להפוך,qra lerim lhpsiq lhpwk
29213,עובדי,ywbdi
29214,לבני ערובה,lbni yrwbh
29215,לדבריו,ldbriw
29216,משרדי האוצר והבריאות מעכבים העברת,merdi hawcr whbriawt mykbim hybrt
29217,המגיעים למגן דוד אדום כדי להפעיל לחץ על ועדת העבודה והרווחה של הכנסת,hmgiyim lmgn dwd adwm kdi lhpyil lxc yl wydt hybwdh whrwwxh el hknst
29218,תיקון חוק,tiqwn xwq
29219,תיקון זה אמור להעניק לשר הבריאות סמכויות להתערב,tiqwn zh amwr lhyniq ler hbriawt smkwiwt lhtyrb
29220,מגן דוד אדום ולבצע רפורמה בשירותי העזרה הראשונה,mgn dwd adwm wlbcy rpwrmh beirwti hyzrh hraewnh
29221,הרפורמה תלווה בין,hrpwrmh tlwwh bin
29222,בסגירת תחנות,bsgirt txnwt
29223,דבר שמעורר התנגדות בקרב הוועד הפועל של,dbr emywrr htngdwt bqrb hwwyd hpwyl el
29224,וציבור העובדים,wcibwr hywbdim
29225,הנתמכים על,hntmkim yl
29226,ידי הסתדרות הפקידים,idi hstdrwt hpqidim
29227,שר הבריאות,er hbriawt
29228,אהוד אולמרט,ahwd awlmrv
29229,אמר,amr
29230,בתגובה לצעדי העובדים כי כל הסכומים המופיעים בתקציב השנתי של משרד,btgwbh lcydi hywbdim ki kl hskwmim hmwpiyim btqcib henti el merd
29231,כסיוע לתקציב,ksiwy ltqcib
29232,כבר הועברו לארגון,kbr hwybrw largwn
29233,עובדי,ywbdi
29234,אינם עובדי,ainm ywbdi
29235,הבריאות ולכן אין משרד הבריאות אחראי לתשלום משכורות ובטח אינו הסמכות,hbriawt wlkn ain merd hbriawt axrai ltelwm mekwrwt wbvx ainw hsmkwt
29236,כך,kk
29237,כל עוד ימשך המצב המשפטי הקיים,kl ywd imek hmcb hmepvi hqiim
29238,אין למשרד הבריאות שום סמכות,ain lmerd hbriawt ewm smkwt
29239,להתערב בתוך הנעשה בתוך מגן דוד אדום,lhtyrb btwk hnyeh btwk mgn dwd adwm
29240,השר אולמרט הוסיף כי הוא מוכן,her awlmrv hwsip ki hwa mwkn
29241,את הנושא תחת אחריותו ולפעול יחד עם האוצר כדי להעמיד את התקציב הדרוש,at hnwea txt axriwtw wlpywl ixd ym hawcr kdi lhymid at htqcib hdrwe
29242,אם וכאשר יוטל עליו הדבר באופן רשמי בחוק,am wkaer iwvl yliw hdbr bawpn remi bxwq
29243,הוא הדגיש כי ועדה בראשות,hwa hdgie ki wydh braewt
29244,משה רווח,meh rwwx
29245,קצין רפואה לשעבר ומנהל בית חולים,qcin rpwah leybr wmnhl bit xwlim
29246,בחיפה,bxiph
29247,גיבשה,gibeh
29248,חרום להצלת,xrwm lhclt
29249,תוכנית זו נדחתה עד היום על ידי ארגוני המתנדבים,twknit zw ndxth yd hiwm yl idi argwni hmtndbim
29250,מאבקם של ארגוני המתנדבים לקיים את השביתה בארגון תוך,mabqm el argwni hmtndbim lqiim at hebith bargwn twk
29251,מצוקת העובדים היא הסיבה לשביתה של היום,mcwqt hywbdim hia hsibh lebith el hiwm
29252,קבע,qby
29253,אולמרט הנחה את,awlmrv hnxh at
29254,מגן דוד אדום להבטיח את קיומם של שירותי הצלה וחרום בעת השבתת התחנות,mgn dwd adwm lhbvix at qiwmm el eirwti hclh wxrwm byt hebtt htxnwt
29255,מדובר בין השאר בפניה למשטרת ישראל שתפעיל בעת הצורך ניידות משטרה,mdwbr bin hear bpnih lmevrt ieral etpyil byt hcwrk niidwt mevrh
29256,עזרה ראשונה שברשות המשטרה כולל אמבולנסים,yzrh raewnh ebrewt hmevrh kwll ambwlnsim
29257,באותם מקומות שתחנות,bawtm mqwmwt etxnwt
29258,מושבתות,mwebtwt
29259,במקביל תיעשה פניה לקצין רפואה ראשי של,bmqbil tiyeh pnih lqcin rpwah raei el
29260,לקבל במידת הצורך סיוע,lqbl bmidt hcwrk siwy
29261,שירותי העזרה הראשונה של הצבא,eirwti hyzrh hraewnh el hcba
29262,יצויין כי תיקון חוק,icwiin ki tiqwn xwq
29263,מעוכב בשלב,mywkb belb
29264,בוועדת העבודה והרווחה של הכנסת בשל לחץ של סיעות האופוזיציה על,bwwydt hybwdh whrwwxh el hknst bel lxc el siywt hawpwzicih yl
29265,שלא להעניק סמכויות נרחבות בידי השר אולמרט,ela lhyniq smkwiwt nrxbwt bidi her awlmrv
29266,הוועדה,hwwydh
29267,אורה נמיר,awrh nmir
29268,אמרה,amrh
29269,במשך שש שנות כהונתי,bmek ee enwt khwnti
29270,הוועדה אני מלווה את,hwwydh ani mlwwh at
29271,ולמרות כל ההבטחות של העומדים בראש הארגון לשפר את המצב,wlmrwt kl hhbvxwt el hywmdim brae hargwn lepr at hmcb
29272,הלך,hlk
29273,מדחי לדחי,mdxi ldxi
29274,היום אין ברירה,hiwm ain brirh
29275,צריך לשנות את החוק כדי שיתן סמכויות,crik lenwt at hxwq kdi eitn smkwiwt
29276,הבריאות,hbriawt
29277,ועדת העבודה והרווחה לא תוכל לאחר החקיקה להתערב עוד בתפקוד,wydt hybwdh whrwwxh la twkl laxr hxqiqh lhtyrb ywd btpqwd
29278,לכן,lkn
29279,לפני שנותנים בידי שר הבריאות סמכויות,lpni enwtnim bidi er hbriawt smkwiwt
29280,יש צורך להבטיח,ie cwrk lhbvix
29281,יקצה את כל המשאבים הדרושים כדי להבריא את,iqch at kl hmeabim hdrweim kdi lhbria at
29282,הוועדה לא קובעת מה,hwwydh la qwbyt mh
29283,וכמה,wkmh
29284,הוועדה דורשת התחייבות של האוצר כתנאי לאישור התיקון לחוק,hwwydh dwret htxiibwt el hawcr ktnai laiewr htiqwn lxwq
29285,רן כהן,rn khn
29286,רץ,rc
29287,התלונן אתמול אצל היועץ המשפטי לממשלה,htlwnn atmwl acl hiwyc hmepvi lmmelh
29288,יוסף חריש,iwsp xrie
29289,נגד שר האוצר על מה שהוא מכנה,ngd er hawcr yl mh ehwa mknh
29290,איומי השר כלפי הכנסת,aiwmi her klpi hknst
29291,כהן,khn
29292,כי בעוד שמשרד האוצר מודה כי יש בידו לשלם את משכורותיהם של עובדי,ki bywd emerd hawcr mwdh ki ie bidw lelm at mekwrwtihm el ywbdi
29293,הרי שהשר מודעי מתנה את תשלום המשכורות בכך שוועדת העבודה והרווחה של,hri eher mwdyi mtnh at telwm hmekwrwt bkk ewwydt hybwdh whrwwxh el
29294,תקבל את התיקון לחוק,tqbl at htiqwn lxwq
29295,על פי תפיסת האוצר,yl pi tpist hawcr
29296,רן כהן,rn khn
29297,קרא,qra
29298,להתאזר בסבלנות ולעכב את שביתתם,lhtazr bsblnwt wlykb at ebittm
29299,ואמר כי אין לסבול איומי שר על,wamr ki ain lsbwl aiwmi er yl
29300,והפיכת עובדים לבני ערובה,whpikt ywbdim lbni yrwbh
29301,הוחלט להכריז על חייל,hwxlv lhkriz yl xiil
29302,אילן סעדון כעל חלל,ailn sydwn kyl xll
29303,לאחר,laxr
29304,נעדר מאז נחטף בחודש מאי אשתקד על ידי מחבלים,nydr maz nxvp bxwde mai aetqd yl idi mxblim
29305,גופתו של סעדון לא,gwptw el sydwn la
